id,easting,northing,elevation,site,year,percAlong,distAlong
11083,667609.2406,4400281.362,1665.59288,FAL,2024,0.500944465,445.9453113
11084,667609.2406,4400281.362,1665.59288,FAL,2024,0.501322252,446.2816199
11085,667609.7507,4400281.448,1665.652505,FAL,2024,0.501700038,446.6179286
11086,667609.7507,4400281.448,1665.652505,FAL,2024,0.502077824,446.9542373
11087,667610.1787,4400281.617,1665.649186,FAL,2024,0.50245561,447.290546
11088,667610.3593,4400281.694,1665.646478,FAL,2024,0.502833396,447.6268547
11089,667610.7822,4400281.875,1665.632889,FAL,2024,0.503211182,447.9631633
11090,667611.2051,4400282.055,1665.646328,FAL,2024,0.503588969,448.299472
11091,667611.628,4400282.236,1665.659911,FAL,2024,0.503966755,448.6357807
11092,667611.8086,4400282.313,1665.66457,FAL,2024,0.504344541,448.9720894
11093,667612.2314,4400282.493,1665.658364,FAL,2024,0.504722327,449.3083981
11094,667612.6543,4400282.674,1665.663265,FAL,2024,0.505100113,449.6447068
11095,667612.8349,4400282.751,1665.665902,FAL,2024,0.5054779,449.9810154
11096,667613.2578,4400282.932,1665.653118,FAL,2024,0.505855686,450.3173241
11097,667613.2578,4400282.932,1665.653118,FAL,2024,0.506233472,450.6536328
11098,667613.7165,4400283.075,1665.66223,FAL,2024,0.506611258,450.9899415
11099,667614.1833,4400283.2,1665.673172,FAL,2024,0.506989044,451.3262502
11100,667614.3078,4400283.233,1665.673384,FAL,2024,0.50736683,451.6625588
11101,667614.7746,4400283.358,1665.665513,FAL,2024,0.507744617,451.9988675
11102,667615.2414,4400283.482,1665.712331,FAL,2024,0.508122403,452.3351762
11103,667615.7082,4400283.607,1665.720464,FAL,2024,0.508500189,452.6714849
11104,667616.0792,4400283.706,1665.770185,FAL,2024,0.508877975,453.0077936
11105,667616.2346,4400283.959,1665.793393,FAL,2024,0.509255761,453.3441022
11106,667616.2346,4400283.959,1665.793393,FAL,2024,0.509633547,453.6804109
11107,667616.4572,4400284.323,1665.776391,FAL,2024,0.510011334,454.0167196
11108,667616.5934,4400284.546,1665.770178,FAL,2024,0.51038912,454.3530283
11109,667616.816,4400284.91,1665.752532,FAL,2024,0.510766906,454.689337
11110,667617.0387,4400285.273,1665.800457,FAL,2024,0.511144692,455.0256456
11111,667617.1749,4400285.496,1665.807302,FAL,2024,0.511522478,455.3619543
11112,667617.3975,4400285.86,1665.749892,FAL,2024,0.511900264,455.698263
11113,667617.5337,4400286.082,1665.744191,FAL,2024,0.512278051,456.0345717
11114,667617.5337,4400286.082,1665.744191,FAL,2024,0.512655837,456.3708804
11115,667617.5657,4400286.459,1665.801518,FAL,2024,0.513033623,456.7071891
11116,667617.5895,4400286.958,1665.916288,FAL,2024,0.513411409,457.0434977
11117,667617.6132,4400287.457,1665.966757,FAL,2024,0.513789195,457.3798064
11118,667617.6132,4400287.457,1665.966757,FAL,2024,0.514166981,457.7161151
11119,667617.8205,4400287.901,1666.038272,FAL,2024,0.514544768,458.0524238
11120,667617.9827,4400288.135,1666.103063,FAL,2024,0.514922554,458.3887325
11121,667618.2168,4400288.473,1666.15833,FAL,2024,0.51530034,458.7250411
11122,667618.4509,4400288.811,1666.014679,FAL,2024,0.515678126,459.0613498
11123,667618.6132,4400289.045,1665.988895,FAL,2024,0.516055912,459.3976585
11124,667618.8473,4400289.383,1665.975513,FAL,2024,0.516433699,459.7339672
11125,667619.0095,4400289.617,1666.011299,FAL,2024,0.516811485,460.0702759
11126,667619.2436,4400289.954,1666.02472,FAL,2024,0.517189271,460.4065845
11127,667619.4777,4400290.292,1666.013732,FAL,2024,0.517567057,460.7428932
11128,667619.6399,4400290.526,1665.97764,FAL,2024,0.517944843,461.0792019
11129,667619.874,4400290.864,1666.047107,FAL,2024,0.518322629,461.4155106
11130,667620.0363,4400291.098,1666.109645,FAL,2024,0.518700416,461.7518193
11131,667620.3137,4400291.337,1666.1204,FAL,2024,0.519078202,462.088128
11132,667620.3137,4400291.337,1666.1204,FAL,2024,0.519455988,462.4244366
11133,667620.6936,4400291.55,1666.055443,FAL,2024,0.519833774,462.7607453
11134,667620.6936,4400291.55,1666.055443,FAL,2024,0.52021156,463.097054
11135,667620.8976,4400291.854,1666.012206,FAL,2024,0.520589346,463.4333627
11136,667621.0467,4400292.083,1666.021908,FAL,2024,0.520967133,463.7696714
11137,667621.2754,4400292.433,1666.031538,FAL,2024,0.521344919,464.10598
11138,667621.5041,4400292.784,1666.050093,FAL,2024,0.521722705,464.4422887
11139,667621.6532,4400293.013,1666.048692,FAL,2024,0.522100491,464.7785974
11140,667621.8819,4400293.364,1666.061263,FAL,2024,0.522478277,465.1149061
11141,667622.0309,4400293.593,1666.07122,FAL,2024,0.522856063,465.4512148
11142,667622.2596,4400293.944,1666.058027,FAL,2024,0.52323385,465.7875234
11143,667622.4883,4400294.295,1666.076032,FAL,2024,0.523611636,466.1238321
11144,667622.6374,4400294.523,1666.090837,FAL,2024,0.523989422,466.4601408
11145,667622.8639,4400294.815,1666.119493,FAL,2024,0.524367208,466.7964495
11146,667622.8639,4400294.815,1666.119493,FAL,2024,0.524744994,467.1327582
11147,667623.1568,4400295.061,1666.125428,FAL,2024,0.525122781,467.4690669
11148,667623.4031,4400295.268,1666.192592,FAL,2024,0.525500567,467.8053755
11149,667623.6959,4400295.514,1666.349183,FAL,2024,0.525878353,468.1416842
11150,667623.9422,4400295.721,1666.333212,FAL,2024,0.526256139,468.4779929
11151,667624.2351,4400295.968,1666.308863,FAL,2024,0.526633925,468.8143016
11152,667624.528,4400296.214,1666.277004,FAL,2024,0.527011711,469.1506103
11153,667624.7743,4400296.421,1666.262691,FAL,2024,0.527389498,469.4869189
11154,667625.0672,4400296.667,1666.260134,FAL,2024,0.527767284,469.8232276
11155,667625.3135,4400296.874,1666.229881,FAL,2024,0.52814507,470.1595363
11156,667625.6064,4400297.121,1666.201585,FAL,2024,0.528522856,470.495845
11157,667625.8527,4400297.328,1666.192326,FAL,2024,0.528900642,470.8321537
11158,667625.8527,4400297.328,1666.192326,FAL,2024,0.529278428,471.1684623
11159,667625.9991,4400297.552,1666.200667,FAL,2024,0.529656215,471.504771
11160,667626.1732,4400297.981,1666.20698,FAL,2024,0.530034001,471.8410797
11161,667626.3473,4400298.411,1666.228453,FAL,2024,0.530411787,472.1773884
11162,667626.5214,4400298.84,1666.264089,FAL,2024,0.530789573,472.5136971
11163,667626.592,4400299.014,1666.274216,FAL,2024,0.531167359,472.8500058
11164,667626.7661,4400299.443,1666.306117,FAL,2024,0.531545145,473.1863144
11165,667626.9402,4400299.873,1666.303048,FAL,2024,0.531922932,473.5226231
11166,667627.0108,4400300.047,1666.31577,FAL,2024,0.532300718,473.8589318
11167,667627.0108,4400300.047,1666.31577,FAL,2024,0.532678504,474.1952405
11168,667627.0264,4400300.458,1666.362854,FAL,2024,0.53305629,474.5315492
11169,667627.0433,4400300.957,1666.431715,FAL,2024,0.533434076,474.8678578
11170,667627.0603,4400301.456,1666.354942,FAL,2024,0.533811862,475.2041665
11171,667627.0772,4400301.956,1666.291941,FAL,2024,0.534189649,475.5404752
11172,667627.0941,4400302.455,1666.2931,FAL,2024,0.534567435,475.8767839
11173,667627.1111,4400302.955,1666.367574,FAL,2024,0.534945221,476.2130926
11174,667627.128,4400303.454,1666.373067,FAL,2024,0.535323007,476.5494012
11175,667627.1449,4400303.954,1666.311302,FAL,2024,0.535700793,476.8857099
11176,667627.1313,4400304.43,1666.313435,FAL,2024,0.53607858,477.2220186
11177,667627.1313,4400304.43,1666.313435,FAL,2024,0.536456366,477.5583273
11178,667627.0502,4400304.917,1666.294262,FAL,2024,0.536834152,477.894636
11179,667626.9691,4400305.403,1666.294389,FAL,2024,0.537211938,478.2309447
11180,667626.9556,4400305.484,1666.29503,FAL,2024,0.537589724,478.5672533
11181,667626.8745,4400305.971,1666.298227,FAL,2024,0.53796751,478.903562
11182,667626.7934,4400306.457,1666.29568,FAL,2024,0.538345297,479.2398707
11183,667626.7124,4400306.944,1666.302367,FAL,2024,0.538723083,479.5761794
11184,667626.6313,4400307.43,1666.357713,FAL,2024,0.539100869,479.9124881
11185,667626.5502,4400307.917,1666.41041,FAL,2024,0.539478655,480.2487967
11186,667626.4691,4400308.403,1666.560957,FAL,2024,0.539856441,480.5851054
11187,667626.4556,4400308.484,1666.573575,FAL,2024,0.540234227,480.9214141
11188,667626.3745,4400308.971,1666.497671,FAL,2024,0.540612014,481.2577228
11189,667626.2934,4400309.457,1666.555318,FAL,2024,0.5409898,481.5940315
11190,667626.2124,4400309.944,1666.503507,FAL,2024,0.541367586,481.9303401
11191,667626.1313,4400310.43,1666.421594,FAL,2024,0.541745372,482.2666488
11192,667626.0583,4400310.928,1666.389099,FAL,2024,0.542123158,482.6029575
11193,667626.0583,4400310.928,1666.389099,FAL,2024,0.542500944,482.9392662
11194,667626.0014,4400311.421,1666.413985,FAL,2024,0.542878731,483.2755749
11195,667625.9948,4400311.478,1666.420591,FAL,2024,0.543256517,483.6118836
11196,667625.9379,4400311.972,1666.507279,FAL,2024,0.543634303,483.9481922
11197,667625.8809,4400312.465,1666.528678,FAL,2024,0.544012089,484.2845009
11198,667625.8809,4400312.465,1666.528678,FAL,2024,0.544389875,484.6208096
11199,667625.8829,4400312.943,1666.594178,FAL,2024,0.544767662,484.9571183
11200,667625.9078,4400313.442,1666.596061,FAL,2024,0.545145448,485.293427
11201,667625.9327,4400313.941,1666.617548,FAL,2024,0.545523234,485.6297356
11202,667625.9327,4400313.941,1666.617548,FAL,2024,0.54590102,485.9660443
11203,667625.934,4400313.966,1666.6265,FAL,2024,0.546278806,486.302353
11204,667626.1596,4400314.494,1666.907296,FAL,2024,0.546656592,486.6386617
11205,667626.355,4400314.899,1667.073383,FAL,2024,0.547034379,486.9749704
11206,667626.5504,4400315.305,1667.113407,FAL,2024,0.547412165,487.311279
11207,667626.6445,4400315.501,1667.16166,FAL,2024,0.547789951,487.6475877
11208,667626.84,4400315.907,1667.133034,FAL,2024,0.548167737,487.9838964
11209,667626.84,4400315.907,1667.133034,FAL,2024,0.548545523,488.3202051
11210,667627.0236,4400316.335,1667.017768,FAL,2024,0.548923309,488.6565138
11211,667627.0986,4400316.514,1666.998607,FAL,2024,0.549301096,488.9928224
11212,667627.2771,4400316.939,1666.947249,FAL,2024,0.549678882,489.3291311
11213,667627.4556,4400317.364,1666.932599,FAL,2024,0.550056668,489.6654398
11214,667627.5306,4400317.542,1666.944939,FAL,2024,0.550434454,490.0017485
11215,667627.7091,4400317.967,1666.955988,FAL,2024,0.55081224,490.3380572
11216,667627.8876,4400318.392,1666.982277,FAL,2024,0.551190026,490.6743659
11217,667627.9626,4400318.571,1666.989201,FAL,2024,0.551567813,491.0106745
11218,667628.1411,4400318.996,1667.008718,FAL,2024,0.551945599,491.3469832
11219,667628.3196,4400319.421,1667.046246,FAL,2024,0.552323385,491.6832919
11220,667628.3196,4400319.421,1667.046246,FAL,2024,0.552701171,492.0196006
11221,667628.51,4400319.818,1667.062129,FAL,2024,0.553078957,492.3559093
11222,667628.6131,4400320.02,1667.051374,FAL,2024,0.553456743,492.6922179
11223,667628.8153,4400320.417,1667.02032,FAL,2024,0.55383453,493.0285266
11224,667629.0175,4400320.814,1667.019432,FAL,2024,0.554212316,493.3648353
11225,667629.1205,4400321.016,1667.020916,FAL,2024,0.554590102,493.701144
11226,667629.3228,4400321.413,1667.037821,FAL,2024,0.554967888,494.0374527
11227,667629.525,4400321.81,1667.063075,FAL,2024,0.555345674,494.3737613
11228,667629.628,4400322.012,1667.046768,FAL,2024,0.555723461,494.71007
11229,667629.8303,4400322.409,1666.998169,FAL,2024,0.556101247,495.0463787
11230,667630.0325,4400322.806,1667.00347,FAL,2024,0.556479033,495.3826874
11231,667630.1355,4400323.008,1667.013954,FAL,2024,0.556856819,495.7189961
11232,667630.337,4400323.411,1667.022279,FAL,2024,0.557234605,496.0553048
11233,667630.337,4400323.411,1667.022279,FAL,2024,0.557612391,496.3916134
11234,667630.5226,4400323.829,1667.014178,FAL,2024,0.557990178,496.7279221
11235,667630.605,4400324.014,1667.010706,FAL,2024,0.558367964,497.0642308
11236,667630.7906,4400324.432,1667.009057,FAL,2024,0.55874575,497.4005395
11237,667630.7906,4400324.432,1667.009057,FAL,2024,0.559123536,497.7368482
11238,667630.9748,4400324.739,1667.008501,FAL,2024,0.559501322,498.0731568
11239,667631.209,4400324.988,1666.994205,FAL,2024,0.559879108,498.4094655
11240,667631.4585,4400325.254,1667.001089,FAL,2024,0.560256895,498.7457742
11241,667631.6927,4400325.504,1667.088869,FAL,2024,0.560634681,499.0820829
11242,667631.9422,4400325.77,1667.400576,FAL,2024,0.561012467,499.4183916
11243,667632.1765,4400326.019,1667.451952,FAL,2024,0.561390253,499.7547002
11244,667632.426,4400326.285,1667.625079,FAL,2024,0.561768039,500.0910089
11245,667632.6602,4400326.534,1667.600916,FAL,2024,0.562145825,500.4273176
11246,667632.9097,4400326.8,1667.448596,FAL,2024,0.562523612,500.7636263
11247,667633.1439,4400327.05,1667.273735,FAL,2024,0.562901398,501.099935
11248,667633.3934,4400327.315,1667.242068,FAL,2024,0.563279184,501.4362437
11249,667633.6277,4400327.565,1667.127816,FAL,2024,0.56365697,501.7725523
11250,667633.8772,4400327.831,1667.038209,FAL,2024,0.564034756,502.108861
11251,667634.1114,4400328.08,1667.001824,FAL,2024,0.564412543,502.4451697
11252,667634.1114,4400328.08,1667.001824,FAL,2024,0.564790329,502.7814784
11253,667634.3168,4400328.19,1666.976222,FAL,2024,0.565168115,503.1177871
11254,667634.7858,4400328.311,1666.989162,FAL,2024,0.565545901,503.4540957
11255,667635.2548,4400328.431,1666.98652,FAL,2024,0.565923687,503.7904044
11256,667635.7238,4400328.552,1666.98896,FAL,2024,0.566301473,504.1267131
11257,667636.1928,4400328.673,1667.018619,FAL,2024,0.56667926,504.4630218
11258,667636.3134,4400328.704,1667.027631,FAL,2024,0.567057046,504.7993305
11259,667636.7854,4400328.828,1667.05046,FAL,2024,0.567434832,505.1356391
11260,667636.7854,4400328.828,1667.05046,FAL,2024,0.567812618,505.4719478
11261,667637.2465,4400328.962,1667.026403,FAL,2024,0.568190404,505.8082565
11262,667637.7077,4400329.096,1667.009009,FAL,2024,0.56856819,506.1445652
11263,667638.1688,4400329.23,1667.02058,FAL,2024,0.568945977,506.4808739
11264,667638.3027,4400329.269,1667.024451,FAL,2024,0.569323763,506.8171826
11265,667638.7638,4400329.402,1667.026262,FAL,2024,0.569701549,507.1534912
11266,667639.225,4400329.536,1667.01501,FAL,2024,0.570079335,507.4897999
11267,667639.6861,4400329.67,1667.020578,FAL,2024,0.570457121,507.8261086
11268,667639.82,4400329.709,1667.02147,FAL,2024,0.570834907,508.1624173
11269,667640.2811,4400329.843,1667.019694,FAL,2024,0.571212694,508.498726
11270,667640.7422,4400329.977,1667.031137,FAL,2024,0.57159048,508.8350346
11271,667641.2737,4400330.062,1667.10053,FAL,2024,0.571968266,509.1713433
11272,667641.2737,4400330.062,1667.10053,FAL,2024,0.572346052,509.507652
11273,667641.7524,4400329.962,1667.086542,FAL,2024,0.572723838,509.8439607
11274,667642.2312,4400329.861,1667.134453,FAL,2024,0.573101624,510.1802694
11275,667642.71,4400329.76,1667.17098,FAL,2024,0.573479411,510.516578
11276,667642.8108,4400329.739,1667.176439,FAL,2024,0.573857197,510.8528867
11277,667643.2896,4400329.638,1667.217398,FAL,2024,0.574234983,511.1891954
11278,667643.7683,4400329.537,1667.266817,FAL,2024,0.574612769,511.5255041
11279,667643.7683,4400329.537,1667.266817,FAL,2024,0.574990555,511.8618128
11280,667644.2442,4400329.426,1667.241343,FAL,2024,0.575368342,512.1981215
11281,667644.7169,4400329.312,1667.321644,FAL,2024,0.575746128,512.5344301
11282,667645.1897,4400329.199,1667.325679,FAL,2024,0.576123914,512.8707388
11283,667645.3032,4400329.171,1667.322224,FAL,2024,0.5765017,513.2070475
11284,667645.7549,4400329.084,1667.291707,FAL,2024,0.576879486,513.5433562
11285,667645.7549,4400329.084,1667.291707,FAL,2024,0.577257272,513.8796649
11286,667646.2542,4400329.066,1667.302826,FAL,2024,0.577635059,514.2159735
11287,667646.7535,4400329.047,1667.262314,FAL,2024,0.578012845,514.5522822
11288,667647.2529,4400329.029,1667.253674,FAL,2024,0.578390631,514.8885909
11289,667647.7522,4400329.011,1667.291621,FAL,2024,0.578768417,515.2248996
11290,667648.2516,4400328.993,1667.256582,FAL,2024,0.579146203,515.5612083
11291,667648.7509,4400328.975,1667.272002,FAL,2024,0.579523989,515.8975169
11292,667649.2502,4400328.957,1667.259401,FAL,2024,0.579901776,516.2338256
11293,667649.7492,4400328.958,1667.242676,FAL,2024,0.580279562,516.5701343
11294,667649.7492,4400328.958,1667.242676,FAL,2024,0.580657348,516.906443
11295,667650.2449,4400329.005,1667.343796,FAL,2024,0.581035134,517.2427517
11296,667650.7405,4400329.051,1667.622738,FAL,2024,0.58141292,517.5790604
11297,667651.2361,4400329.098,1667.675174,FAL,2024,0.581790706,517.915369
11298,667651.7318,4400329.144,1667.502628,FAL,2024,0.582168493,518.2516777
11299,667651.7318,4400329.144,1667.502628,FAL,2024,0.582546279,518.5879864
11300,667651.7783,4400329.149,1667.497909,FAL,2024,0.582924065,518.9242951
11301,667652.3007,4400329.323,1667.410453,FAL,2024,0.583301851,519.2606038
11302,667652.7318,4400329.496,1667.261552,FAL,2024,0.583679637,519.5969124
11303,667652.7318,4400329.496,1667.261552,FAL,2024,0.584057423,519.9332211
11304,667652.966,4400329.95,1667.277254,FAL,2024,0.58443521,520.2695298
11305,667653.0099,4400330.356,1667.353563,FAL,2024,0.584812996,520.6058385
11306,667653.0099,4400330.356,1667.353563,FAL,2024,0.585190782,520.9421472
11307,667653.0676,4400330.516,1667.383416,FAL,2024,0.585568568,521.2784558
11308,667653.2274,4400330.958,1667.487222,FAL,2024,0.585946354,521.6147645
11309,667653.3871,4400331.4,1667.594532,FAL,2024,0.586324141,521.9510732
11310,667653.5468,4400331.843,1667.64296,FAL,2024,0.586701927,522.2873819
11311,667653.6045,4400332.003,1667.661501,FAL,2024,0.587079713,522.6236906
11312,667653.7642,4400332.445,1667.681063,FAL,2024,0.587457499,522.9599992
11313,667653.8939,4400332.954,1667.486267,FAL,2024,0.587835285,523.2963079
11314,667653.8939,4400332.954,1667.486267,FAL,2024,0.588213071,523.6326166
11315,667653.8787,4400333.454,1667.451996,FAL,2024,0.588590858,523.9689253
11316,667653.8636,4400333.953,1667.435736,FAL,2024,0.588968644,524.305234
11317,667653.8485,4400334.453,1667.42228,FAL,2024,0.58934643,524.6415427
11318,667653.8333,4400334.953,1667.423754,FAL,2024,0.589724216,524.9778513
11319,667653.8182,4400335.452,1667.428251,FAL,2024,0.590102002,525.31416
11320,667653.8031,4400335.952,1667.454325,FAL,2024,0.590479788,525.6504687
11321,667653.7879,4400336.451,1667.416799,FAL,2024,0.590857575,525.9867774
11322,667653.7728,4400336.951,1667.416568,FAL,2024,0.591235361,526.3230861
11323,667653.7576,4400337.45,1667.439717,FAL,2024,0.591613147,526.6593947
11324,667653.7576,4400337.45,1667.439717,FAL,2024,0.591990933,526.9957034
11325,667653.5515,4400337.763,1667.538945,FAL,2024,0.592368719,527.3320121
11326,667653.3166,4400338.013,1667.60446,FAL,2024,0.592746505,527.6683208
11327,667653.0671,4400338.278,1667.654545,FAL,2024,0.593124292,528.0046295
11328,667652.8322,4400338.527,1667.639103,FAL,2024,0.593502078,528.3409381
11329,667652.6076,4400338.766,1667.636824,FAL,2024,0.593879864,528.6772468
11330,667652.6076,4400338.766,1667.636824,FAL,2024,0.59425765,529.0135555
11331,667652.2315,4400338.897,1667.621428,FAL,2024,0.594635436,529.3498642
11332,667651.7855,4400339.052,1667.602139,FAL,2024,0.595013223,529.6861729
11333,667651.3395,4400339.207,1667.598712,FAL,2024,0.595391009,530.0224816
11334,667651.1843,4400339.261,1667.598327,FAL,2024,0.595768795,530.3587902
11335,667650.7383,4400339.416,1667.586889,FAL,2024,0.596146581,530.6950989
11336,667650.2922,4400339.571,1667.599949,FAL,2024,0.596524367,531.0314076
11337,667649.8462,4400339.727,1667.631174,FAL,2024,0.596902153,531.3677163
11338,667649.6911,4400339.781,1667.635414,FAL,2024,0.59727994,531.704025
11339,667649.2493,4400339.949,1667.592639,FAL,2024,0.597657726,532.0403336
11340,667649.2493,4400339.949,1667.592639,FAL,2024,0.598035512,532.3766423
11341,667648.8787,4400340.168,1667.625159,FAL,2024,0.598413298,532.712951
11342,667648.6597,4400340.297,1667.63655,FAL,2024,0.598791084,533.0492597
11343,667648.2891,4400340.516,1667.637047,FAL,2024,0.59916887,533.3855684
11344,667647.9186,4400340.735,1667.646535,FAL,2024,0.599546657,533.721877
11345,667647.6996,4400340.865,1667.639084,FAL,2024,0.599924443,534.0581857
11346,667647.329,4400341.084,1667.603174,FAL,2024,0.600302229,534.3944944
11347,667647.11,4400341.213,1667.598447,FAL,2024,0.600680015,534.7308031
11348,667646.7394,4400341.432,1667.590709,FAL,2024,0.601057801,535.0671118
11349,667646.3688,4400341.651,1667.626996,FAL,2024,0.601435587,535.4034205
11350,667646.104,4400341.863,1667.652331,FAL,2024,0.601813374,535.7397291
11351,667646.104,4400341.863,1667.652331,FAL,2024,0.60219116,536.0760378
11352,667645.9737,4400342.083,1667.675371,FAL,2024,0.602568946,536.4123465
11353,667645.7542,4400342.453,1667.672277,FAL,2024,0.602946732,536.7486552
11354,667645.5347,4400342.822,1667.662079,FAL,2024,0.603324518,537.0849639
11355,667645.4044,4400343.042,1667.659527,FAL,2024,0.603702304,537.4212725
11356,667645.1849,4400343.411,1667.683301,FAL,2024,0.604080091,537.7575812
11357,667644.9654,4400343.781,1667.71008,FAL,2024,0.604457877,538.0938899
11358,667644.8351,4400344.001,1667.705141,FAL,2024,0.604835663,538.4301986
11359,667644.8351,4400344.001,1667.705141,FAL,2024,0.605213449,538.7665073
11360,667644.6072,4400344.164,1667.751493,FAL,2024,0.605591235,539.1028159
11361,667644.2072,4400344.364,1667.856282,FAL,2024,0.605969022,539.4391246
11362,667643.8072,4400344.564,1667.870185,FAL,2024,0.606346808,539.7754333
11363,667643.6072,4400344.664,1667.864665,FAL,2024,0.606724594,540.111742
11364,667643.2072,4400344.864,1667.870462,FAL,2024,0.60710238,540.4480507
11365,667642.8072,4400345.064,1667.86481,FAL,2024,0.607480166,540.7843594
11366,667642.8072,4400345.064,1667.86481,FAL,2024,0.607857952,541.120668
11367,667642.5353,4400345.292,1667.925156,FAL,2024,0.608235739,541.4569767
11368,667642.3599,4400345.531,1667.960411,FAL,2024,0.608613525,541.7932854
11369,667642.1212,4400345.855,1667.958715,FAL,2024,0.608991311,542.1295941
11370,667641.9458,4400346.094,1667.913314,FAL,2024,0.609369097,542.4659028
11371,667641.7071,4400346.418,1667.868324,FAL,2024,0.609746883,542.8022114
11372,667641.4685,4400346.743,1667.88692,FAL,2024,0.610124669,543.1385201
11373,667641.293,4400346.982,1667.888179,FAL,2024,0.610502456,543.4748288
11374,667641.0544,4400347.306,1668.005303,FAL,2024,0.610880242,543.8111375
11375,667640.8789,4400347.545,1668.105164,FAL,2024,0.611258028,544.1474462
11376,667640.8789,4400347.545,1668.105164,FAL,2024,0.611635814,544.4837548
11377,667640.9109,4400347.921,1668.061482,FAL,2024,0.6120136,544.8200635
11378,667640.8971,4400348.537,1667.962981,FAL,2024,0.612391386,545.1563722
11379,667640.8971,4400348.537,1667.962981,FAL,2024,0.612769173,545.4926809
11380,667640.6786,4400348.908,1667.9465,FAL,2024,0.613146959,545.8289896
11381,667640.46,4400349.279,1668.01661,FAL,2024,0.613524745,546.1652983
11382,667640.3315,4400349.498,1668.05531,FAL,2024,0.613902531,546.5016069
11383,667640.3315,4400349.498,1668.05531,FAL,2024,0.614280317,546.8379156
11384,667640.2437,4400349.949,1667.971384,FAL,2024,0.614658104,547.1742243
11385,667640.1987,4400350.445,1667.976994,FAL,2024,0.61503589,547.510533
11386,667640.1536,4400350.941,1667.991771,FAL,2024,0.615413676,547.8468417
11387,667640.1536,4400350.941,1667.991771,FAL,2024,0.615791462,548.1831503
11388,667640.0393,4400351.31,1667.954388,FAL,2024,0.616169248,548.519459
11389,667639.8854,4400351.54,1667.924487,FAL,2024,0.616547034,548.8557677
11390,667639.6546,4400351.885,1667.904531,FAL,2024,0.616924821,549.1920764
11391,667639.6546,4400351.885,1667.904531,FAL,2024,0.617302607,549.5283851
11392,667639.4973,4400352.118,1667.930445,FAL,2024,0.617680393,549.8646937
11393,667639.2652,4400352.46,1667.96839,FAL,2024,0.618058179,550.2010024
11394,667639.033,4400352.803,1667.943458,FAL,2024,0.618435965,550.5373111
11395,667638.8757,4400353.035,1667.925167,FAL,2024,0.618813751,550.8736198
11396,667638.6436,4400353.378,1667.938701,FAL,2024,0.619191538,551.2099285
11397,667638.4863,4400353.61,1667.957339,FAL,2024,0.619569324,551.5462372
11398,667638.2541,4400353.953,1668.013785,FAL,2024,0.61994711,551.8825458
11399,667638.2541,4400353.953,1668.013785,FAL,2024,0.620324896,552.2188545
11400,667638.0747,4400354.389,1668.11793,FAL,2024,0.620702682,552.5551632
11401,667638.0207,4400354.544,1668.132367,FAL,2024,0.621080468,552.8914719
11402,667637.8656,4400354.99,1668.072407,FAL,2024,0.621458255,553.2277806
11403,667637.7104,4400355.436,1668.051046,FAL,2024,0.621836041,553.5640892
11404,667637.7104,4400355.436,1668.051046,FAL,2024,0.622213827,553.9003979
11405,667637.8076,4400355.901,1668.166376,FAL,2024,0.622591613,554.2367066
11406,667638.0194,4400356.148,1668.1953,FAL,2024,0.622969399,554.5730153
11407,667638.2665,4400356.436,1668.185535,FAL,2024,0.623347185,554.909324
11408,667638.2665,4400356.436,1668.185535,FAL,2024,0.623724972,555.2456326
11409,667638.5413,4400356.804,1668.206904,FAL,2024,0.624102758,555.5819413
11410,667638.6413,4400357.004,1668.240566,FAL,2024,0.624480544,555.91825
11411,667638.8413,4400357.404,1668.378894,FAL,2024,0.62485833,556.2545587
11412,667638.8413,4400357.404,1668.378894,FAL,2024,0.625236116,556.5908674
11413,667639.0206,4400357.664,1668.382278,FAL,2024,0.625613903,556.927176
11414,667639.27,4400357.931,1668.370615,FAL,2024,0.625991689,557.2634847
11415,667639.5028,4400358.181,1668.427427,FAL,2024,0.626369475,557.5997934
11416,667639.7522,4400358.448,1668.484278,FAL,2024,0.626747261,557.9361021
11417,667639.7522,4400358.448,1668.484278,FAL,2024,0.627125047,558.2724108
11418,667640.016,4400358.773,1668.461762,FAL,2024,0.627502833,558.6087195
11419,667640.1699,4400359.003,1668.459046,FAL,2024,0.62788062,558.9450281
11420,667640.4007,4400359.35,1668.434852,FAL,2024,0.628258406,559.2813368
11421,667640.5545,4400359.58,1668.440938,FAL,2024,0.628636192,559.6176455
11422,667640.7853,4400359.926,1668.450775,FAL,2024,0.629013978,559.9539542
11423,667640.7853,4400359.926,1668.450775,FAL,2024,0.629391764,560.2902629
11424,667641.0309,4400360.22,1668.528153,FAL,2024,0.62976955,560.6265715
11425,667641.2756,4400360.419,1668.529807,FAL,2024,0.630147337,560.9628802
11426,667641.5768,4400360.663,1668.559432,FAL,2024,0.630525123,561.2991889
11427,667641.8215,4400360.862,1668.58164,FAL,2024,0.630902909,561.6354976
11428,667642.0973,4400361.093,1668.621978,FAL,2024,0.631280695,561.9718063
11429,667642.0973,4400361.093,1668.621978,FAL,2024,0.631658481,562.3081149
11430,667642.3468,4400361.359,1668.649456,FAL,2024,0.632036267,562.6444236
11431,667642.581,4400361.609,1668.646383,FAL,2024,0.632414054,562.9807323
11432,667642.8305,4400361.874,1668.653796,FAL,2024,0.63279184,563.317041
11433,667643.0647,4400362.124,1668.69239,FAL,2024,0.633169626,563.6533497
